title,min_val,max_val,currency,link,site,employer,city
Водитель-экспедитор на автомобиле работодателя,55000,70000,руб.,https://hh.ru/vacancy/49103338?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Гром,"Москва, Новогиреево и еще 2 "
Водитель-экспедитор на автомобиле компании (Лада Ларгус),80000,,руб.,https://hh.ru/vacancy/49119747?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,PULT.RU интернет-магазин,"Москва, Ленинский проспект и еще 1 "
"Водитель-экспедитор (категория В, С)",60000,110000,руб.,https://hh.ru/vacancy/49471616?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Винхолл+,Москва
Водитель-экспедитор,88000,110000,руб.,https://hh.ru/vacancy/48647210?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Абада,Москва
Водитель-экспедитор,45000,,руб.,https://hh.ru/vacancy/46173519?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Бион,"Москва, Петровско-Разумовская"
Водитель,125000,,руб.,https://hh.ru/vacancy/49408252?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Trust Human Resources,"Москва, Курская и еще 3 "
"Водитель на авто компании категории B, C",,70000,руб.,https://hh.ru/vacancy/47971145?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,"«Почта России», Офис","Москва, Ботанический сад"
Водитель категории Е,120000,120000,руб.,https://hh.ru/vacancy/47815241?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Х5 Transport,Москва
Личный водитель,100000,120000,руб.,https://hh.ru/vacancy/49299321?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Агентство MEDES,Москва
Водитель,120000,,руб.,https://hh.ru/vacancy/48470198?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Проект А,Москва
Водитель АГП,70000,100000,руб.,https://hh.ru/vacancy/49338202?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Капельян Олег Борисович,Москва
Водитель-экспедитор,125000,150000,руб.,https://hh.ru/vacancy/35841013?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,"Красное & Белое, розничная сеть",Москва
Водитель на служебном автомобиле Почты России,60000,78750,руб.,https://hh.ru/vacancy/49473106?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,"«Почта России», Офис",Москва
"Водитель-экспедитор категории ""ВC"" (вечерний)",80000,,руб.,https://hh.ru/vacancy/37873223?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Деловые Линии,"Москва, Пражская"
Водитель-экспедитор категории B,70000,,руб.,https://hh.ru/vacancy/49681180?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Иванов Алексей,"Москва, Алтуфьево"
Водитель категории Е,,120000,руб.,https://hh.ru/vacancy/47339590?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,"Мираторг, Агропромышленный холдинг",Москва
"Водитель на авто компании категории B, C (5/2)",,70000,руб.,https://hh.ru/vacancy/47971750?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,"«Почта России», Офис",Москва
Водитель-экспедитор,120000,,руб.,https://hh.ru/vacancy/48145094?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Проект А,Москва
Водитель категории С,100000,,руб.,https://hh.ru/vacancy/49311994?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ЭкоЛайн,Москва
Водитель категория E,80000,120000,руб.,https://hh.ru/vacancy/49403661?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ИП Рыбаков Андрей Александрович,Москва
Водитель категории В на автомобиле компании,60000,,руб.,https://hh.ru/vacancy/49368979?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО ТЛ Экспресс,Москва
"Водитель-экспедитор с личным грузовым автомобилем от 1,5 т",150000,190000,руб.,https://hh.ru/vacancy/47636427?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,КСК-Эйч Ар,Москва
Водитель-экспедитор кат Е,102000,120000,руб.,https://hh.ru/vacancy/48402972?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Компания СТС,Москва
Водитель-экспедитор категории С/Е,125000,,руб.,https://hh.ru/vacancy/49413577?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Компания Русский колос,"Москва, Румянцево"
Водитель категории С и Е,100000,130000,руб.,https://hh.ru/vacancy/49331513?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Фора Рус,Москва
Водитель на служебном автомобиле Почты России,60000,78750,руб.,https://hh.ru/vacancy/49450203?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,"«Почта России», Офис",Москва
Водитель-курьер на своём грузовом автомобиле,175000,333000,руб.,https://hh.ru/vacancy/49279922?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,LogFix,Москва
Водитель с личным автомобилем,80000,,руб.,https://hh.ru/vacancy/49372063?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ИП Сычёв Александр Сергеевич,Москва
Водитель с личным грузовым автомобилем,140000,270000,руб.,https://hh.ru/vacancy/49315772?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Консул Медиа,Москва
"Водитель автомобиля (категория С,Е)",80000,130000,руб.,https://hh.ru/vacancy/49604281?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,AKRON HOLDING,Москва
Водитель-экспедитор,101000,,руб.,https://hh.ru/vacancy/49290975?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,XPO Logistics,Москва
Водитель - экспедитор на грузовом автомобиле (Yandex.Market),150000,,руб.,https://hh.ru/vacancy/49294137?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО МАУ,"Москва, Алма-Атинская"
Водитель с грузовым автомобилем,88000,110000,руб.,https://hh.ru/vacancy/48646778?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Абада,Москва
Водитель автомобиля (категории ВСЕ),,65000,руб.,https://hh.ru/vacancy/48445635?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,"«Почта России», Офис","Москва, Селигерская"
Водитель на служебном автомобиле,90000,,руб.,https://hh.ru/vacancy/49279518?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,MYSTANG,Москва
Водитель-экспедитор автомобиля,55000,,руб.,https://hh.ru/vacancy/49481535?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Liotti Moda,"Москва, Кузьминки"
Водитель-экспедитор,90000,140000,руб.,https://hh.ru/vacancy/41429448?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Линком Плюс,"Москва, Алтуфьево"
Водитель с личным грузовым транспортом,140000,160000,руб.,https://hh.ru/vacancy/49325752?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,РУССТАНДАРТ,"Москва, Текстильщики"
Водитель-дальнобойщик со своим автомобилем 20 тонн,,600000,руб.,https://hh.ru/vacancy/49266836?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Юпл Логистик,Москва
Водитель-экспедитор на автомобиле компании,80000,,руб.,https://hh.ru/vacancy/49284454?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Нева-Спорт,"Москва, Зорге и еще 1 "
Водитель-экспедитор на личном автомобиле,75000,,руб.,https://hh.ru/vacancy/47166181?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Курьер Сервис Экспресс,"Москва, Марьина Роща"
Водитель-экспедитор категории В на автомобиль компании,66900,66900,руб.,https://hh.ru/vacancy/47681280?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Iron Mountain (ОСГ Рекордз Менеджмент),"Москва, Аэропорт и еще 2 "
Водитель категории Е,90000,120000,руб.,https://hh.ru/vacancy/49289319?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ИП Гура Андрей Сергеевич,Москва
Водитель-экспедитор категории С (Санкт-Петербург),80000,110000,руб.,https://hh.ru/vacancy/49323380?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,"МАГНИТ, Розничная сеть",Москва
Водитель-экспедитор,115000,130000,руб.,https://hh.ru/vacancy/49427092?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ИП Грибков Павел Александрович,Москва
Водитель на своем транспорте (Москва),100000,180000,руб.,https://hh.ru/vacancy/49262065?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Возим ру,Москва
Водитель со своим грузовым автомобилем,135000,,руб.,https://hh.ru/vacancy/49343149?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,LogFix,Москва
Водитель на служебном автомобиле,70000,70000,руб.,https://hh.ru/vacancy/49324690?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО ДАКС-Драйв,Москва
Водитель - экспедитор,75000,,руб.,https://hh.ru/vacancy/49286666?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Scandirent,"Москва, Пражская"
Водитель на автомобиле компании Газон,72000,,руб.,https://hh.ru/vacancy/48939617?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Курьер Сервис Экспресс,"Москва, Дубровка и еще 1 "
Водитель,110000,,руб.,https://hh.ru/vacancy/49328353?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,"ВМКом, Кадровый центр","Москва, Котельники"
Водитель автомобиля,56420,56420,руб.,https://hh.ru/vacancy/45892832?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО ФРЕШФУДСИСТЕМ,Москва
Водитель-экспедитор на автомобиле компании,70000,140000,руб.,https://hh.ru/vacancy/49244791?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Бизнес Решение,Москва
Водитель категории Е,120000,140000,руб.,https://hh.ru/vacancy/49341524?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Сервис-Интегратор,Москва
Водитель-экспедитор категории Е (Санкт-Петербург),90000,130000,руб.,https://hh.ru/vacancy/49321730?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,"МАГНИТ, Розничная сеть",Москва
Водитель-курьер на автомобиле компании,,130000,руб.,https://hh.ru/vacancy/49345761?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Медиатор,Москва
Водитель-экспедитор на автомобиле,120000,220000,руб.,https://hh.ru/vacancy/49137717?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Приоритет,Москва
Водитель-курьер с личным грузовым автомобилем,160000,220000,руб.,https://hh.ru/vacancy/49179634?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО ПроПеревозки,Москва
Водитель-Курьер на личном автомобиле,125000,,руб.,https://hh.ru/vacancy/49267192?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,One Million Flowers,"Москва, Тульская"
Водитель грузового транспорта,120000,120000,руб.,https://hh.ru/vacancy/49351275?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО СпецТрансГрупп,Москва
Водитель на Тонары (СкЕ),70000,150000,руб.,https://hh.ru/vacancy/49312547?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Дайкокутэн,Москва
Водитель-экспедитор категории В С,80000,120000,руб.,https://hh.ru/vacancy/49033021?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО ПРОПАН ПРЕМИУМ,"Москва, Кантемировская"
Водитель-экспедитор на автомобилях Ford Transit и Газель Next,100000,,руб.,https://hh.ru/vacancy/49216663?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Перекресток Впрок,Москва
Водитель-экспедитор,120000,300000,руб.,https://hh.ru/vacancy/49131311?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Мирземетова Таимат Адилбековна,Москва
Водитель с личным грузовым автомобилем,160000,195000,руб.,https://hh.ru/vacancy/49308355?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО ГрузВоз,"Москва, Выхино"
Водитель-экспедитор,80000,,руб.,https://hh.ru/vacancy/49115804?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Айспротранс,Москва
Водитель-экспедитор в сервисный центр на личном автомобиле,80000,150000,руб.,https://hh.ru/vacancy/49175799?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Сервисный центр Fixvill,Москва
Водитель-экспедитор со своим автомобилем,100000,130000,руб.,https://hh.ru/vacancy/49212522?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ИП Милюхин А.А.,Москва
Водитель-экспедитор,60000,,руб.,https://hh.ru/vacancy/46689994?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,FisH2O,Москва
Водитель-экспедитор на своем автомобиле до 1.5 тонны,145000,,руб.,https://hh.ru/vacancy/49157390?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ARIS,Москва
Водитель-экспедитор на своем автомобиле,120000,150000,руб.,https://hh.ru/vacancy/49258383?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО ПРОМАГ,Москва
"Водитель-экспедитор (категория В, Газель)",70000,100000,руб.,https://hh.ru/vacancy/49124889?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Звезда,Москва
Водитель-экспедитор,190000,250000,руб.,https://hh.ru/vacancy/48271221?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Комус,"Москва, Шоссе Энтузиастов"
Водитель категории Е (на Сахалин),125000,,руб.,https://hh.ru/vacancy/49237481?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Сервис-Интегратор,Москва
Водитель категории Е на Тонар,100000,180000,руб.,https://hh.ru/vacancy/49304521?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО НТЛК,Москва
Водитель категории В,80000,110000,руб.,https://hh.ru/vacancy/49178792?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Эджайл,"Москва, Авиамоторная и еще 2 "
Водитель категории В,100000,120000,руб.,https://hh.ru/vacancy/49022282?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ИП Лифарь Станислав Владимирович,"Москва, Румянцево"
Водитель-экспедитор категории Е,110000,150000,руб.,https://hh.ru/vacancy/49218829?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Транспортная компания ОЛИМП,Москва
Водитель-экспедитор,80000,,руб.,https://hh.ru/vacancy/49181374?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ИП Залозный Виталий Николаевич,Москва
Водитель на своем грузовом автомобиле,100000,250000,руб.,https://hh.ru/vacancy/49315005?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО ЛГС ТРАНСПОРТ,"Москва, Выхино и еще 2 "
Водитель-экспедитор,200000,300000,руб.,https://hh.ru/vacancy/48271161?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Комус,"Москва, Озёрная"
